src|dst|weight|edge_type
41|200|1.0|cc-notification
41|167|1.0|forwarded-message
41|201|1.0|reply
41|202|1.0|forwarded-message
41|203|1.0|meeting-request
41|204|1.0|direct-email
41|205|1.0|cc-notification
41|206|1.0|reply
41|207|1.0|forwarded-message
208|208|1.0|self-note
61|123|1.0|meeting-request
209|210|1.0|meeting-request
41|128|1.0|meeting-request
211|54|1.0|direct-email
115|212|1.0|reply
106|189|1.0|direct-email
137|208|1.0|direct-email
212|115|1.0|reply
56|58|1.0|meeting-request
30|25|1.0|direct-email
30|36|1.0|cc-notification
30|41|1.0|cc-notification
155|213|1.0|forwarded-message
48|47|1.0|direct-email
214|180|1.0|meeting-request
96|24|1.0|direct-email
4|4|1.0|self-note
4|62|1.0|cc-notification
155|215|1.0|direct-email
216|15|1.0|cc-notification
170|170|1.0|self-note
71|217|1.0|forwarded-message
71|50|1.0|cc-notification
71|49|1.0|direct-email
13|13|1.0|self-note
98|97|1.0|direct-email
74|1|1.0|direct-email
74|218|1.0|reply
74|219|1.0|forwarded-message
74|215|1.0|meeting-request
74|220|1.0|meeting-request
74|221|1.0|direct-email
74|222|1.0|cc-notification
74|223|1.0|reply
74|18|1.0|reply
74|224|1.0|forwarded-message
74|225|1.0|meeting-request
74|226|1.0|direct-email
74|227|1.0|cc-notification
74|17|1.0|cc-notification
74|228|1.0|reply
229|64|1.0|forwarded-message
100|97|1.0|reply
230|21|1.0|cc-notification
230|20|1.0|direct-email
231|232|1.0|forwarded-message
233|209|1.0|reply
233|234|1.0|reply
233|235|1.0|forwarded-message
233|236|1.0|meeting-request
233|159|1.0|reply
233|237|1.0|direct-email
233|210|1.0|forwarded-message
233|238|1.0|cc-notification
233|239|1.0|reply
233|240|1.0|forwarded-message
233|241|1.0|meeting-request
233|242|1.0|direct-email
233|243|1.0|cc-notification
233|244|1.0|reply
245|115|1.0|direct-email
246|247|1.0|forwarded-message
248|74|1.0|reply
13|238|1.0|cc-notification
106|62|1.0|forwarded-message
106|249|1.0|direct-email
13|27|1.0|direct-email
13|209|1.0|reply
103|250|1.0|forwarded-message
40|251|1.0|cc-notification
175|252|1.0|reply
169|251|1.0|direct-email
115|169|1.0|meeting-request
232|231|1.0|forwarded-message
75|253|1.0|forwarded-message
75|40|1.0|direct-email
175|174|1.0|meeting-request
254|137|1.0|cc-notification
249|212|1.0|cc-notification
249|255|1.0|meeting-request
249|256|1.0|direct-email
222|74|1.0|cc-notification
183|257|1.0|direct-email
17|218|1.0|direct-email
183|198|1.0|cc-notification
183|258|1.0|cc-notification
183|183|1.0|self-note
19|12|1.0|cc-notification
259|72|1.0|cc-notification
259|260|1.0|meeting-request
75|261|1.0|cc-notification
115|170|1.0|direct-email
251|169|1.0|direct-email
262|262|1.0|self-note
263|263|1.0|self-note
264|265|1.0|meeting-request
264|266|1.0|direct-email
264|267|1.0|cc-notification
106|268|1.0|meeting-request
269|45|1.0|meeting-request
129|270|1.0|meeting-request
271|272|1.0|forwarded-message
81|256|1.0|reply
46|139|1.0|direct-email
46|15|1.0|cc-notification
46|273|1.0|meeting-request
46|272|1.0|forwarded-message
46|274|1.0|direct-email
46|164|1.0|direct-email
46|216|1.0|reply
46|45|1.0|cc-notification
275|276|1.0|cc-notification
277|277|1.0|self-note
155|114|1.0|meeting-request
158|62|1.0|direct-email
129|278|1.0|reply
101|101|1.0|self-note
29|40|1.0|meeting-request
279|107|1.0|cc-notification
155|208|1.0|forwarded-message
231|280|1.0|cc-notification
281|281|1.0|self-note
282|283|1.0|direct-email
155|284|1.0|meeting-request
46|46|1.0|self-note
160|28|1.0|forwarded-message
160|23|1.0|forwarded-message
285|286|1.0|cc-notification
285|211|1.0|cc-notification
258|183|1.0|cc-notification
69|287|1.0|cc-notification
280|231|1.0|cc-notification
212|249|1.0|cc-notification
162|288|1.0|direct-email
162|71|1.0|forwarded-message
162|84|1.0|cc-notification
280|289|1.0|meeting-request
280|270|1.0|direct-email
280|196|1.0|cc-notification
280|168|1.0|forwarded-message
280|167|1.0|reply
280|290|1.0|direct-email
280|203|1.0|forwarded-message
280|14|1.0|meeting-request
280|291|1.0|cc-notification
280|284|1.0|meeting-request
280|129|1.0|meeting-request
280|130|1.0|direct-email
280|292|1.0|reply
293|19|1.0|reply
254|226|1.0|direct-email
129|294|1.0|forwarded-message
189|106|1.0|direct-email
295|296|1.0|cc-notification
165|115|1.0|direct-email
287|69|1.0|cc-notification
287|80|1.0|reply
74|248|1.0|reply
74|297|1.0|cc-notification
74|73|1.0|reply
298|299|1.0|reply
281|137|1.0|forwarded-message
147|62|1.0|meeting-request
147|249|1.0|cc-notification
62|300|1.0|reply
301|248|1.0|meeting-request
302|303|1.0|direct-email
303|302|1.0|direct-email
304|303|1.0|reply
252|233|1.0|direct-email
252|166|1.0|forwarded-message
252|121|1.0|forwarded-message
252|145|1.0|reply
252|115|1.0|reply
136|115|1.0|cc-notification
92|22|1.0|meeting-request
303|304|1.0|reply
268|106|1.0|meeting-request
252|212|1.0|meeting-request
252|288|1.0|direct-email
252|58|1.0|direct-email
252|175|1.0|reply
252|305|1.0|reply
252|48|1.0|direct-email
12|293|1.0|direct-email
306|62|1.0|forwarded-message
281|2|1.0|forwarded-message
236|209|1.0|direct-email
236|238|1.0|meeting-request
236|235|1.0|cc-notification
236|243|1.0|meeting-request
236|244|1.0|direct-email
102|97|1.0|meeting-request
175|15|1.0|direct-email
6|5|1.0|cc-notification
17|307|1.0|meeting-request
17|308|1.0|direct-email
17|1|1.0|forwarded-message
17|177|1.0|meeting-request
17|74|1.0|cc-notification
17|309|1.0|cc-notification
17|215|1.0|reply
17|248|1.0|direct-email
17|220|1.0|reply
17|310|1.0|reply
17|85|1.0|reply
17|311|1.0|forwarded-message
17|221|1.0|forwarded-message
17|312|1.0|meeting-request
17|222|1.0|meeting-request
17|313|1.0|direct-email
17|223|1.0|direct-email
17|0|1.0|reply
17|224|1.0|cc-notification
17|314|1.0|cc-notification
17|225|1.0|reply
17|315|1.0|reply
17|226|1.0|forwarded-message
17|73|1.0|direct-email
17|316|1.0|forwarded-message
17|317|1.0|meeting-request
17|228|1.0|direct-email
245|318|1.0|forwarded-message
35|62|1.0|reply
236|319|1.0|direct-email
167|167|1.0|self-note
167|201|1.0|forwarded-message
167|133|1.0|direct-email
167|18|1.0|direct-email
320|321|1.0|cc-notification
254|62|1.0|cc-notification
322|45|1.0|reply
220|177|1.0|reply
215|295|1.0|direct-email
321|320|1.0|cc-notification
102|323|1.0|direct-email
102|300|1.0|reply
147|212|1.0|meeting-request
147|42|1.0|meeting-request
147|105|1.0|reply
11|324|1.0|direct-email
21|173|1.0|meeting-request
21|325|1.0|cc-notification
21|10|1.0|cc-notification
21|20|1.0|cc-notification
21|306|1.0|reply
21|326|1.0|reply
21|327|1.0|forwarded-message
21|230|1.0|cc-notification
328|329|1.0|reply
64|229|1.0|forwarded-message
215|5|1.0|direct-email
209|236|1.0|direct-email
18|62|1.0|direct-email
73|330|1.0|forwarded-message
73|248|1.0|cc-notification
73|331|1.0|meeting-request
73|297|1.0|direct-email
73|17|1.0|direct-email
290|290|1.0|self-note
141|332|1.0|forwarded-message
69|306|1.0|direct-email
139|46|1.0|direct-email
333|114|1.0|reply
334|335|1.0|meeting-request
336|337|1.0|forwarded-message
336|116|1.0|reply
336|165|1.0|cc-notification
336|115|1.0|cc-notification
336|136|1.0|reply
336|338|1.0|meeting-request
336|169|1.0|direct-email
336|251|1.0|reply
336|135|1.0|cc-notification
336|339|1.0|direct-email
340|134|1.0|meeting-request
251|336|1.0|reply
58|57|1.0|direct-email
341|74|1.0|direct-email
341|309|1.0|direct-email
341|215|1.0|cc-notification
341|311|1.0|reply
341|222|1.0|forwarded-message
341|316|1.0|reply
191|342|1.0|forwarded-message
191|277|1.0|forwarded-message
191|149|1.0|direct-email
191|262|1.0|forwarded-message
191|343|1.0|meeting-request
191|344|1.0|direct-email
191|345|1.0|cc-notification
191|346|1.0|reply
191|214|1.0|direct-email
191|347|1.0|forwarded-message
191|348|1.0|meeting-request
191|349|1.0|direct-email
191|350|1.0|cc-notification
191|284|1.0|direct-email
191|351|1.0|reply
191|231|1.0|reply
191|278|1.0|meeting-request
191|130|1.0|cc-notification
191|178|1.0|meeting-request
191|122|1.0|forwarded-message
191|179|1.0|direct-email
191|352|1.0|forwarded-message
191|207|1.0|forwarded-message
353|354|1.0|reply
353|185|1.0|forwarded-message
90|13|1.0|forwarded-message
114|155|1.0|meeting-request
288|233|1.0|cc-notification
142|355|1.0|reply
356|357|1.0|forwarded-message
114|113|1.0|reply
47|339|1.0|cc-notification
194|194|1.0|self-note
194|195|1.0|meeting-request
63|137|1.0|direct-email
43|358|1.0|cc-notification
63|63|1.0|self-note
359|360|1.0|meeting-request
86|128|1.0|meeting-request
64|5|1.0|meeting-request
160|187|1.0|reply
114|361|1.0|direct-email
232|103|1.0|direct-email
244|236|1.0|direct-email
160|190|1.0|direct-email
69|212|1.0|cc-notification
335|334|1.0|meeting-request
114|129|1.0|forwarded-message
243|271|1.0|meeting-request
184|190|1.0|meeting-request
212|69|1.0|cc-notification
62|18|1.0|direct-email
44|362|1.0|cc-notification
44|293|1.0|reply
271|243|1.0|meeting-request
310|62|1.0|reply
252|105|1.0|reply
88|303|1.0|cc-notification
153|62|1.0|direct-email
363|283|1.0|cc-notification
363|161|1.0|meeting-request
363|280|1.0|forwarded-message
363|256|1.0|meeting-request
363|211|1.0|meeting-request
363|364|1.0|reply
363|106|1.0|meeting-request
363|236|1.0|meeting-request
363|365|1.0|forwarded-message
363|249|1.0|reply
114|263|1.0|reply
114|318|1.0|reply
145|87|1.0|reply
145|252|1.0|reply
263|114|1.0|reply
39|28|1.0|reply
105|252|1.0|reply
153|366|1.0|meeting-request
165|28|1.0|forwarded-message
165|114|1.0|meeting-request
165|169|1.0|meeting-request
165|367|1.0|reply
37|37|1.0|self-note
52|185|1.0|reply
187|329|1.0|cc-notification
187|106|1.0|forwarded-message
220|223|1.0|forwarded-message
52|52|1.0|self-note
52|368|1.0|direct-email
252|304|1.0|cc-notification
252|96|1.0|forwarded-message
252|89|1.0|cc-notification
252|88|1.0|direct-email
252|302|1.0|meeting-request
252|369|1.0|cc-notification
116|169|1.0|direct-email
362|44|1.0|cc-notification
362|293|1.0|direct-email
184|298|1.0|reply
169|116|1.0|direct-email
178|176|1.0|meeting-request
265|264|1.0|meeting-request
236|363|1.0|meeting-request
195|194|1.0|meeting-request
40|370|1.0|direct-email
238|236|1.0|meeting-request
170|136|1.0|cc-notification
353|371|1.0|meeting-request
86|205|1.0|cc-notification
86|41|1.0|reply
190|184|1.0|meeting-request
372|373|1.0|direct-email
288|162|1.0|direct-email
160|113|1.0|forwarded-message
54|211|1.0|direct-email
180|343|1.0|forwarded-message
55|58|1.0|forwarded-message
160|263|1.0|forwarded-message
62|153|1.0|direct-email
374|44|1.0|forwarded-message
58|208|1.0|cc-notification
62|340|1.0|reply
14|290|1.0|meeting-request
170|115|1.0|direct-email
5|215|1.0|direct-email
80|375|1.0|direct-email
376|377|1.0|forwarded-message
22|92|1.0|meeting-request
94|201|1.0|direct-email
58|162|1.0|direct-email
55|54|1.0|meeting-request
295|378|1.0|forwarded-message
295|379|1.0|meeting-request
295|103|1.0|forwarded-message
295|380|1.0|direct-email
295|381|1.0|cc-notification
295|382|1.0|reply
295|376|1.0|cc-notification
295|181|1.0|cc-notification
295|383|1.0|forwarded-message
295|384|1.0|meeting-request
295|283|1.0|forwarded-message
295|157|1.0|reply
295|385|1.0|direct-email
295|386|1.0|cc-notification
295|387|1.0|reply
295|388|1.0|forwarded-message
295|389|1.0|meeting-request
295|390|1.0|direct-email
295|61|1.0|cc-notification
295|391|1.0|cc-notification
295|392|1.0|reply
295|393|1.0|forwarded-message
295|394|1.0|meeting-request
295|250|1.0|direct-email
295|395|1.0|direct-email
295|396|1.0|cc-notification
295|397|1.0|reply
295|398|1.0|forwarded-message
295|377|1.0|reply
295|368|1.0|forwarded-message
295|104|1.0|meeting-request
295|321|1.0|cc-notification
295|60|1.0|direct-email
295|150|1.0|direct-email
295|320|1.0|direct-email
295|295|1.0|self-note
40|35|1.0|direct-email
37|30|1.0|reply
133|307|1.0|direct-email
133|399|1.0|reply
133|167|1.0|direct-email
133|400|1.0|forwarded-message
133|133|1.0|self-note
133|401|1.0|meeting-request
133|232|1.0|direct-email
133|291|1.0|meeting-request
133|284|1.0|reply
133|206|1.0|meeting-request
133|402|1.0|direct-email
133|52|1.0|direct-email
133|179|1.0|reply
133|403|1.0|cc-notification
68|21|1.0|meeting-request
404|166|1.0|direct-email
113|160|1.0|forwarded-message
405|106|1.0|cc-notification
306|69|1.0|direct-email
113|47|1.0|direct-email
43|406|1.0|meeting-request
43|407|1.0|direct-email
103|378|1.0|cc-notification
103|377|1.0|direct-email
103|321|1.0|meeting-request
157|395|1.0|reply
213|155|1.0|forwarded-message
263|160|1.0|forwarded-message
4|63|1.0|reply
4|286|1.0|direct-email
183|282|1.0|direct-email
286|4|1.0|direct-email
213|61|1.0|meeting-request
213|320|1.0|forwarded-message
61|380|1.0|cc-notification
2|195|1.0|reply
114|256|1.0|direct-email
114|365|1.0|meeting-request
2|305|1.0|reply
286|174|1.0|direct-email
183|303|1.0|cc-notification
377|376|1.0|forwarded-message
408|408|1.0|self-note
377|103|1.0|direct-email
164|216|1.0|direct-email
409|409|1.0|self-note
305|2|1.0|reply
305|63|1.0|forwarded-message
2|2|1.0|self-note
410|329|1.0|meeting-request
355|256|1.0|cc-notification
355|365|1.0|direct-email
135|135|1.0|self-note
132|411|1.0|forwarded-message
132|132|1.0|self-note
114|340|1.0|meeting-request
412|4|1.0|cc-notification
412|2|1.0|meeting-request
183|129|1.0|reply
201|94|1.0|direct-email
63|3|1.0|cc-notification
63|62|1.0|direct-email
57|137|1.0|meeting-request
2|412|1.0|meeting-request
157|191|1.0|forwarded-message
135|336|1.0|cc-notification
172|413|1.0|direct-email
172|123|1.0|direct-email
193|193|1.0|self-note
3|63|1.0|cc-notification
377|61|1.0|forwarded-message
296|296|1.0|self-note
63|174|1.0|reply
96|96|1.0|self-note
149|148|1.0|reply
414|415|1.0|meeting-request
306|306|1.0|self-note
61|377|1.0|forwarded-message
195|2|1.0|reply
258|329|1.0|reply
267|19|1.0|cc-notification
5|5|1.0|self-note
327|21|1.0|forwarded-message
327|416|1.0|forwarded-message
327|173|1.0|direct-email
48|50|1.0|forwarded-message
48|75|1.0|forwarded-message
263|417|1.0|direct-email
50|87|1.0|reply
50|49|1.0|meeting-request
50|71|1.0|cc-notification
50|84|1.0|meeting-request
418|62|1.0|direct-email
418|184|1.0|reply
418|299|1.0|reply
216|164|1.0|direct-email
9|19|1.0|forwarded-message
214|345|1.0|meeting-request
214|351|1.0|direct-email
419|290|1.0|meeting-request
29|420|1.0|meeting-request
9|421|1.0|direct-email
366|366|1.0|self-note
417|263|1.0|direct-email
87|422|1.0|meeting-request
87|154|1.0|cc-notification
87|41|1.0|forwarded-message
87|145|1.0|reply
87|50|1.0|reply
254|186|1.0|direct-email
422|87|1.0|meeting-request
115|136|1.0|cc-notification
249|105|1.0|meeting-request
423|417|1.0|direct-email
16|424|1.0|direct-email
284|155|1.0|meeting-request
13|301|1.0|meeting-request
38|25|1.0|forwarded-message
38|26|1.0|meeting-request
38|40|1.0|forwarded-message
425|426|1.0|cc-notification
115|427|1.0|reply
417|423|1.0|direct-email
118|117|1.0|direct-email
86|189|1.0|direct-email
329|187|1.0|cc-notification
174|63|1.0|reply
21|68|1.0|meeting-request
329|410|1.0|meeting-request
231|172|1.0|forwarded-message
154|87|1.0|cc-notification
428|429|1.0|reply
184|299|1.0|forwarded-message
430|249|1.0|meeting-request
282|212|1.0|meeting-request
282|121|1.0|forwarded-message
282|83|1.0|direct-email
282|424|1.0|cc-notification
71|162|1.0|forwarded-message
71|431|1.0|reply
71|432|1.0|forwarded-message
71|433|1.0|meeting-request
71|83|1.0|meeting-request
71|84|1.0|direct-email
13|36|1.0|meeting-request
270|129|1.0|meeting-request
434|215|1.0|meeting-request
132|285|1.0|reply
179|157|1.0|cc-notification
115|338|1.0|forwarded-message
435|435|1.0|self-note
435|147|1.0|reply
39|23|1.0|reply
424|15|1.0|meeting-request
424|45|1.0|meeting-request
115|337|1.0|reply
115|436|1.0|cc-notification
115|123|1.0|forwarded-message
115|437|1.0|reply
115|165|1.0|direct-email
115|336|1.0|cc-notification
115|438|1.0|forwarded-message
115|251|1.0|cc-notification
115|439|1.0|meeting-request
115|135|1.0|direct-email
115|339|1.0|meeting-request
138|137|1.0|direct-email
105|249|1.0|meeting-request
440|413|1.0|forwarded-message
440|275|1.0|direct-email
440|178|1.0|forwarded-message
394|104|1.0|forwarded-message
414|414|1.0|self-note
29|23|1.0|reply
441|360|1.0|cc-notification
20|86|1.0|cc-notification
85|17|1.0|reply
30|23|1.0|forwarded-message
85|41|1.0|cc-notification
417|442|1.0|meeting-request
23|115|1.0|forwarded-message
417|443|1.0|direct-email
417|444|1.0|cc-notification
212|282|1.0|meeting-request
212|145|1.0|reply
137|57|1.0|meeting-request
27|23|1.0|direct-email
438|35|1.0|forwarded-message
434|23|1.0|reply
255|249|1.0|meeting-request
139|129|1.0|forwarded-message
139|445|1.0|meeting-request
417|113|1.0|direct-email
417|114|1.0|cc-notification
140|139|1.0|meeting-request
140|446|1.0|cc-notification
140|447|1.0|reply
140|448|1.0|forwarded-message
438|169|1.0|reply
139|342|1.0|cc-notification
35|438|1.0|forwarded-message
321|104|1.0|direct-email
414|449|1.0|forwarded-message
115|23|1.0|forwarded-message
55|56|1.0|cc-notification
55|57|1.0|reply
324|11|1.0|direct-email
23|434|1.0|reply
57|55|1.0|reply
450|434|1.0|meeting-request
29|438|1.0|reply
338|116|1.0|meeting-request
250|150|1.0|direct-email
160|405|1.0|direct-email
363|154|1.0|reply
74|177|1.0|cc-notification
74|74|1.0|self-note
19|267|1.0|cc-notification
288|217|1.0|direct-email
288|84|1.0|reply
438|29|1.0|reply
451|452|1.0|forwarded-message
284|160|1.0|meeting-request
437|135|1.0|reply
178|177|1.0|direct-email
135|437|1.0|reply
116|338|1.0|meeting-request
86|453|1.0|meeting-request
454|357|1.0|cc-notification
169|438|1.0|reply
210|210|1.0|self-note
405|160|1.0|direct-email
169|338|1.0|reply
248|142|1.0|direct-email
73|73|1.0|self-note
437|455|1.0|reply
456|456|1.0|self-note
84|82|1.0|cc-notification
84|121|1.0|direct-email
65|457|1.0|reply
73|215|1.0|forwarded-message
21|212|1.0|forwarded-message
212|21|1.0|forwarded-message
458|129|1.0|reply
164|46|1.0|direct-email
177|176|1.0|forwarded-message
177|178|1.0|direct-email
139|164|1.0|forwarded-message
62|283|1.0|direct-email
152|147|1.0|meeting-request
21|74|1.0|direct-email
107|113|1.0|direct-email
107|417|1.0|meeting-request
107|114|1.0|cc-notification
147|152|1.0|meeting-request
333|62|1.0|direct-email
223|459|1.0|reply
406|11|1.0|reply
40|48|1.0|forwarded-message
238|244|1.0|reply
253|75|1.0|forwarded-message
260|74|1.0|meeting-request
417|62|1.0|meeting-request
113|417|1.0|direct-email
106|405|1.0|cc-notification
62|333|1.0|direct-email
139|429|1.0|forwarded-message
434|450|1.0|meeting-request
434|460|1.0|meeting-request
434|365|1.0|meeting-request
68|80|1.0|forwarded-message
275|172|1.0|reply
461|45|1.0|cc-notification
116|336|1.0|reply
283|308|1.0|cc-notification
462|463|1.0|direct-email
216|216|1.0|self-note
207|41|1.0|forwarded-message
448|140|1.0|forwarded-message
448|272|1.0|direct-email
448|46|1.0|meeting-request
448|45|1.0|forwarded-message
244|238|1.0|reply
62|441|1.0|forwarded-message
338|123|1.0|cc-notification
268|459|1.0|reply
464|280|1.0|meeting-request
465|155|1.0|direct-email
422|404|1.0|cc-notification
466|421|1.0|reply
142|187|1.0|meeting-request
160|18|1.0|forwarded-message
61|295|1.0|cc-notification
467|152|1.0|meeting-request
58|305|1.0|forwarded-message
26|38|1.0|meeting-request
26|40|1.0|cc-notification
351|180|1.0|cc-notification
148|468|1.0|cc-notification
265|19|1.0|meeting-request
314|17|1.0|cc-notification
160|284|1.0|meeting-request
455|375|1.0|direct-email
91|469|1.0|direct-email
283|282|1.0|direct-email
170|470|1.0|direct-email
102|2|1.0|meeting-request
393|378|1.0|cc-notification
393|379|1.0|reply
393|103|1.0|cc-notification
393|381|1.0|meeting-request
393|376|1.0|meeting-request
393|181|1.0|meeting-request
393|385|1.0|forwarded-message
393|388|1.0|cc-notification
393|390|1.0|forwarded-message
393|61|1.0|meeting-request
393|392|1.0|direct-email
393|393|1.0|self-note
393|394|1.0|reply
393|296|1.0|meeting-request
393|250|1.0|forwarded-message
393|395|1.0|forwarded-message
393|397|1.0|direct-email
393|377|1.0|direct-email
393|368|1.0|cc-notification
393|104|1.0|reply
393|321|1.0|meeting-request
393|60|1.0|forwarded-message
393|150|1.0|forwarded-message
393|320|1.0|forwarded-message
393|295|1.0|forwarded-message
232|52|1.0|meeting-request
375|455|1.0|direct-email
171|40|1.0|cc-notification
471|472|1.0|forwarded-message
471|255|1.0|cc-notification
105|473|1.0|forwarded-message
105|434|1.0|meeting-request
152|467|1.0|meeting-request
280|464|1.0|meeting-request
474|91|1.0|direct-email
126|13|1.0|meeting-request
176|292|1.0|forwarded-message
470|170|1.0|direct-email
79|62|1.0|cc-notification
258|62|1.0|direct-email
166|424|1.0|direct-email
375|143|1.0|forwarded-message
375|475|1.0|direct-email
375|356|1.0|cc-notification
375|329|1.0|meeting-request
375|66|1.0|cc-notification
375|469|1.0|meeting-request
375|108|1.0|forwarded-message
375|110|1.0|direct-email
375|375|1.0|self-note
375|91|1.0|cc-notification
375|476|1.0|cc-notification
375|111|1.0|cc-notification
375|474|1.0|meeting-request
375|112|1.0|reply
375|328|1.0|forwarded-message
375|357|1.0|reply
375|477|1.0|reply
375|258|1.0|forwarded-message
375|478|1.0|forwarded-message
375|90|1.0|direct-email
381|177|1.0|forwarded-message
381|176|1.0|reply
381|344|1.0|direct-email
381|479|1.0|direct-email
381|320|1.0|cc-notification
480|282|1.0|reply
91|375|1.0|cc-notification
123|338|1.0|cc-notification
52|232|1.0|meeting-request
267|265|1.0|reply
320|381|1.0|cc-notification
106|44|1.0|direct-email
106|190|1.0|cc-notification
292|176|1.0|forwarded-message
164|388|1.0|reply
166|165|1.0|cc-notification
86|106|1.0|reply
80|287|1.0|reply
481|55|1.0|cc-notification
116|136|1.0|reply
454|189|1.0|forwarded-message
165|337|1.0|reply
165|361|1.0|cc-notification
165|27|1.0|reply
165|30|1.0|direct-email
165|116|1.0|cc-notification
165|133|1.0|forwarded-message
165|165|1.0|self-note
165|336|1.0|cc-notification
165|136|1.0|cc-notification
