src|dst|weight|edge_type
21|11|1.0|same-topic
22|11|1.0|reader-overlap
26|11|1.0|same-topic
27|11|1.0|reader-overlap
29|11|1.0|frequently-bought-together
45|11|1.0|also-recommended
47|11|1.0|reader-overlap
50|11|1.0|also-recommended
56|11|1.0|same-topic
13|12|1.0|frequently-bought-together
14|12|1.0|also-recommended
15|12|1.0|same-topic
17|12|1.0|editorial-pick
18|12|1.0|frequently-bought-together
23|12|1.0|frequently-bought-together
24|12|1.0|also-recommended
32|12|1.0|editorial-pick
33|12|1.0|frequently-bought-together
36|12|1.0|reader-overlap
38|12|1.0|frequently-bought-together
39|12|1.0|also-recommended
40|12|1.0|same-topic
41|12|1.0|reader-overlap
44|12|1.0|also-recommended
46|12|1.0|reader-overlap
47|12|1.0|editorial-pick
54|12|1.0|also-recommended
55|12|1.0|same-topic
17|13|1.0|frequently-bought-together
29|13|1.0|same-topic
32|13|1.0|frequently-bought-together
40|13|1.0|reader-overlap
42|13|1.0|frequently-bought-together
43|13|1.0|also-recommended
44|13|1.0|same-topic
47|13|1.0|frequently-bought-together
57|13|1.0|frequently-bought-together
25|14|1.0|editorial-pick
26|14|1.0|frequently-bought-together
58|14|1.0|same-topic
16|15|1.0|also-recommended
55|15|1.0|frequently-bought-together
47|17|1.0|editorial-pick
55|19|1.0|editorial-pick
56|19|1.0|frequently-bought-together
77|19|1.0|also-recommended
24|20|1.0|editorial-pick
40|20|1.0|frequently-bought-together
48|20|1.0|reader-overlap
49|20|1.0|editorial-pick
53|20|1.0|reader-overlap
57|20|1.0|same-topic
23|21|1.0|editorial-pick
25|22|1.0|same-topic
40|22|1.0|same-topic
52|22|1.0|editorial-pick
27|23|1.0|frequently-bought-together
32|23|1.0|frequently-bought-together
33|23|1.0|also-recommended
47|23|1.0|frequently-bought-together
54|23|1.0|same-topic
26|24|1.0|frequently-bought-together
40|24|1.0|editorial-pick
47|24|1.0|also-recommended
53|24|1.0|same-topic
40|25|1.0|frequently-bought-together
40|26|1.0|also-recommended
45|26|1.0|also-recommended
47|26|1.0|reader-overlap
53|26|1.0|editorial-pick
40|27|1.0|same-topic
41|27|1.0|reader-overlap
47|27|1.0|editorial-pick
54|27|1.0|also-recommended
66|28|1.0|editorial-pick
72|28|1.0|frequently-bought-together
31|30|1.0|also-recommended
58|30|1.0|reader-overlap
66|30|1.0|also-recommended
67|30|1.0|same-topic
70|30|1.0|frequently-bought-together
73|30|1.0|reader-overlap
74|30|1.0|editorial-pick
75|30|1.0|frequently-bought-together
76|30|1.0|also-recommended
77|30|1.0|same-topic
79|30|1.0|editorial-pick
80|30|1.0|frequently-bought-together
82|30|1.0|same-topic
83|30|1.0|reader-overlap
84|30|1.0|editorial-pick
86|30|1.0|also-recommended
93|30|1.0|reader-overlap
99|30|1.0|editorial-pick
49|31|1.0|frequently-bought-together
73|31|1.0|editorial-pick
74|31|1.0|frequently-bought-together
75|31|1.0|also-recommended
76|31|1.0|same-topic
77|31|1.0|reader-overlap
78|31|1.0|editorial-pick
82|31|1.0|reader-overlap
91|31|1.0|same-topic
33|32|1.0|frequently-bought-together
37|33|1.0|frequently-bought-together
38|33|1.0|also-recommended
39|33|1.0|same-topic
47|33|1.0|frequently-bought-together
35|34|1.0|editorial-pick
36|34|1.0|frequently-bought-together
37|34|1.0|also-recommended
38|34|1.0|same-topic
39|34|1.0|reader-overlap
36|35|1.0|also-recommended
37|35|1.0|same-topic
38|35|1.0|reader-overlap
39|35|1.0|editorial-pick
40|35|1.0|frequently-bought-together
43|35|1.0|reader-overlap
44|35|1.0|editorial-pick
41|36|1.0|same-topic
47|36|1.0|reader-overlap
38|37|1.0|frequently-bought-together
47|37|1.0|editorial-pick
39|38|1.0|same-topic
40|39|1.0|editorial-pick
42|39|1.0|also-recommended
41|40|1.0|also-recommended
42|40|1.0|same-topic
44|40|1.0|editorial-pick
45|40|1.0|frequently-bought-together
47|40|1.0|same-topic
53|40|1.0|reader-overlap
54|40|1.0|editorial-pick
47|41|1.0|reader-overlap
54|41|1.0|frequently-bought-together
43|42|1.0|frequently-bought-together
47|42|1.0|editorial-pick
56|43|1.0|editorial-pick
47|45|1.0|same-topic
47|46|1.0|reader-overlap
102|46|1.0|reader-overlap
54|47|1.0|also-recommended
49|48|1.0|same-topic
57|48|1.0|frequently-bought-together
57|49|1.0|also-recommended
58|49|1.0|same-topic
72|49|1.0|also-recommended
76|49|1.0|frequently-bought-together
58|50|1.0|reader-overlap
52|51|1.0|reader-overlap
58|51|1.0|editorial-pick
64|51|1.0|frequently-bought-together
65|51|1.0|also-recommended
69|51|1.0|frequently-bought-together
58|52|1.0|frequently-bought-together
64|52|1.0|also-recommended
76|53|1.0|editorial-pick
57|56|1.0|reader-overlap
64|58|1.0|same-topic
65|58|1.0|reader-overlap
68|58|1.0|also-recommended
69|58|1.0|same-topic
77|58|1.0|frequently-bought-together
85|58|1.0|reader-overlap
60|59|1.0|editorial-pick
61|59|1.0|frequently-bought-together
62|59|1.0|also-recommended
63|59|1.0|same-topic
99|59|1.0|reader-overlap
62|60|1.0|same-topic
63|60|1.0|reader-overlap
84|60|1.0|editorial-pick
86|60|1.0|also-recommended
99|60|1.0|editorial-pick
86|61|1.0|same-topic
95|61|1.0|also-recommended
101|61|1.0|same-topic
63|62|1.0|frequently-bought-together
84|62|1.0|also-recommended
99|62|1.0|also-recommended
100|62|1.0|same-topic
99|63|1.0|same-topic
65|64|1.0|editorial-pick
66|64|1.0|frequently-bought-together
67|64|1.0|also-recommended
68|64|1.0|same-topic
69|64|1.0|reader-overlap
70|64|1.0|editorial-pick
67|65|1.0|same-topic
68|65|1.0|reader-overlap
69|65|1.0|editorial-pick
85|65|1.0|frequently-bought-together
67|66|1.0|reader-overlap
70|66|1.0|also-recommended
72|66|1.0|reader-overlap
73|66|1.0|editorial-pick
74|66|1.0|frequently-bought-together
76|66|1.0|same-topic
80|66|1.0|also-recommended
84|66|1.0|frequently-bought-together
85|66|1.0|also-recommended
86|66|1.0|same-topic
88|66|1.0|editorial-pick
89|66|1.0|frequently-bought-together
90|66|1.0|also-recommended
93|66|1.0|editorial-pick
96|66|1.0|same-topic
97|66|1.0|reader-overlap
99|66|1.0|frequently-bought-together
100|66|1.0|also-recommended
103|67|1.0|frequently-bought-together
104|67|1.0|also-recommended
71|68|1.0|editorial-pick
104|69|1.0|reader-overlap
71|70|1.0|also-recommended
72|70|1.0|same-topic
75|70|1.0|frequently-bought-together
90|70|1.0|frequently-bought-together
72|71|1.0|reader-overlap
73|71|1.0|editorial-pick
74|71|1.0|frequently-bought-together
75|71|1.0|also-recommended
76|71|1.0|same-topic
77|71|1.0|reader-overlap
78|71|1.0|editorial-pick
79|71|1.0|frequently-bought-together
80|71|1.0|also-recommended
81|71|1.0|same-topic
82|71|1.0|reader-overlap
83|71|1.0|editorial-pick
73|72|1.0|frequently-bought-together
74|72|1.0|also-recommended
75|72|1.0|same-topic
76|72|1.0|reader-overlap
78|72|1.0|frequently-bought-together
79|72|1.0|also-recommended
80|72|1.0|same-topic
82|72|1.0|editorial-pick
84|72|1.0|also-recommended
85|72|1.0|same-topic
86|72|1.0|reader-overlap
87|72|1.0|editorial-pick
88|72|1.0|frequently-bought-together
89|72|1.0|also-recommended
90|72|1.0|same-topic
91|72|1.0|reader-overlap
92|72|1.0|editorial-pick
74|73|1.0|same-topic
75|73|1.0|reader-overlap
82|73|1.0|frequently-bought-together
83|73|1.0|also-recommended
84|73|1.0|same-topic
86|73|1.0|editorial-pick
89|73|1.0|same-topic
92|73|1.0|frequently-bought-together
93|73|1.0|also-recommended
94|73|1.0|same-topic
95|73|1.0|reader-overlap
96|73|1.0|editorial-pick
97|73|1.0|frequently-bought-together
98|73|1.0|also-recommended
99|73|1.0|same-topic
100|73|1.0|reader-overlap
75|74|1.0|editorial-pick
78|74|1.0|same-topic
79|74|1.0|reader-overlap
82|74|1.0|also-recommended
84|74|1.0|reader-overlap
87|74|1.0|also-recommended
88|74|1.0|same-topic
91|74|1.0|frequently-bought-together
98|74|1.0|same-topic
99|74|1.0|reader-overlap
76|75|1.0|also-recommended
77|75|1.0|same-topic
78|75|1.0|reader-overlap
79|75|1.0|editorial-pick
82|75|1.0|same-topic
83|75|1.0|reader-overlap
84|75|1.0|editorial-pick
91|75|1.0|also-recommended
92|75|1.0|same-topic
77|76|1.0|reader-overlap
82|76|1.0|reader-overlap
83|76|1.0|editorial-pick
84|76|1.0|frequently-bought-together
86|76|1.0|same-topic
84|79|1.0|reader-overlap
91|79|1.0|frequently-bought-together
100|79|1.0|editorial-pick
84|81|1.0|frequently-bought-together
86|81|1.0|same-topic
97|81|1.0|reader-overlap
84|82|1.0|also-recommended
84|83|1.0|same-topic
87|83|1.0|frequently-bought-together
100|83|1.0|reader-overlap
86|84|1.0|frequently-bought-together
87|84|1.0|also-recommended
88|84|1.0|same-topic
89|84|1.0|reader-overlap
94|84|1.0|reader-overlap
96|84|1.0|frequently-bought-together
97|84|1.0|also-recommended
99|84|1.0|reader-overlap
100|84|1.0|editorial-pick
101|84|1.0|frequently-bought-together
89|86|1.0|frequently-bought-together
93|86|1.0|editorial-pick
97|86|1.0|reader-overlap
100|86|1.0|also-recommended
101|86|1.0|same-topic
98|87|1.0|frequently-bought-together
89|88|1.0|same-topic
91|90|1.0|also-recommended
99|90|1.0|editorial-pick
98|91|1.0|editorial-pick
100|91|1.0|also-recommended
94|93|1.0|same-topic
99|93|1.0|same-topic
102|93|1.0|frequently-bought-together
95|94|1.0|editorial-pick
96|94|1.0|frequently-bought-together
101|94|1.0|frequently-bought-together
102|94|1.0|also-recommended
102|95|1.0|same-topic
97|96|1.0|reader-overlap
100|96|1.0|also-recommended
100|98|1.0|reader-overlap
100|99|1.0|editorial-pick
101|100|1.0|also-recommended
104|103|1.0|same-topic
0|1|1.0|also-recommended
0|2|1.0|same-topic
0|3|1.0|reader-overlap
0|4|1.0|editorial-pick
0|5|1.0|frequently-bought-together
0|6|1.0|also-recommended
1|3|1.0|editorial-pick
1|5|1.0|also-recommended
1|6|1.0|same-topic
2|4|1.0|also-recommended
2|5|1.0|same-topic
2|7|1.0|editorial-pick
3|5|1.0|reader-overlap
3|8|1.0|also-recommended
3|9|1.0|same-topic
3|10|1.0|reader-overlap
3|11|1.0|editorial-pick
3|12|1.0|frequently-bought-together
3|13|1.0|also-recommended
3|14|1.0|same-topic
3|15|1.0|reader-overlap
3|16|1.0|editorial-pick
3|17|1.0|frequently-bought-together
3|18|1.0|also-recommended
3|19|1.0|same-topic
3|20|1.0|reader-overlap
3|21|1.0|editorial-pick
3|22|1.0|frequently-bought-together
3|23|1.0|also-recommended
3|24|1.0|same-topic
3|25|1.0|reader-overlap
3|26|1.0|editorial-pick
3|27|1.0|frequently-bought-together
4|5|1.0|editorial-pick
4|6|1.0|frequently-bought-together
4|28|1.0|same-topic
4|29|1.0|reader-overlap
4|30|1.0|editorial-pick
4|31|1.0|frequently-bought-together
5|6|1.0|also-recommended
5|7|1.0|same-topic
6|7|1.0|reader-overlap
6|10|1.0|also-recommended
6|12|1.0|reader-overlap
6|18|1.0|editorial-pick
6|22|1.0|reader-overlap
6|25|1.0|also-recommended
6|29|1.0|frequently-bought-together
7|14|1.0|also-recommended
7|30|1.0|same-topic
7|58|1.0|frequently-bought-together
7|71|1.0|reader-overlap
7|85|1.0|same-topic
8|9|1.0|same-topic
8|10|1.0|reader-overlap
8|11|1.0|editorial-pick
8|12|1.0|frequently-bought-together
8|13|1.0|also-recommended
8|14|1.0|same-topic
8|20|1.0|reader-overlap
8|21|1.0|editorial-pick
8|22|1.0|frequently-bought-together
8|23|1.0|also-recommended
8|24|1.0|same-topic
8|26|1.0|editorial-pick
8|27|1.0|frequently-bought-together
8|32|1.0|frequently-bought-together
8|33|1.0|also-recommended
8|35|1.0|reader-overlap
8|37|1.0|frequently-bought-together
8|40|1.0|reader-overlap
8|41|1.0|editorial-pick
8|42|1.0|frequently-bought-together
8|43|1.0|also-recommended
8|44|1.0|same-topic
8|45|1.0|reader-overlap
8|46|1.0|editorial-pick
9|11|1.0|frequently-bought-together
9|12|1.0|also-recommended
9|14|1.0|reader-overlap
9|20|1.0|editorial-pick
9|24|1.0|reader-overlap
9|27|1.0|also-recommended
9|41|1.0|frequently-bought-together
9|45|1.0|editorial-pick
9|47|1.0|also-recommended
9|48|1.0|same-topic
9|49|1.0|reader-overlap
9|50|1.0|editorial-pick
9|51|1.0|frequently-bought-together
9|52|1.0|also-recommended
10|11|1.0|also-recommended
10|12|1.0|same-topic
10|15|1.0|frequently-bought-together
10|16|1.0|also-recommended
10|19|1.0|editorial-pick
10|21|1.0|also-recommended
10|33|1.0|reader-overlap
10|35|1.0|frequently-bought-together
10|37|1.0|same-topic
10|38|1.0|reader-overlap
10|39|1.0|editorial-pick
10|55|1.0|frequently-bought-together
11|12|1.0|reader-overlap
11|13|1.0|editorial-pick
11|14|1.0|frequently-bought-together
11|17|1.0|reader-overlap
11|20|1.0|also-recommended
11|21|1.0|same-topic
11|22|1.0|reader-overlap
11|26|1.0|same-topic
11|27|1.0|reader-overlap
11|29|1.0|frequently-bought-together
11|45|1.0|also-recommended
11|47|1.0|reader-overlap
11|50|1.0|also-recommended
11|56|1.0|same-topic
12|13|1.0|frequently-bought-together
12|14|1.0|also-recommended
12|15|1.0|same-topic
12|17|1.0|editorial-pick
12|18|1.0|frequently-bought-together
12|23|1.0|frequently-bought-together
12|24|1.0|also-recommended
12|32|1.0|editorial-pick
12|33|1.0|frequently-bought-together
12|36|1.0|reader-overlap
12|38|1.0|frequently-bought-together
12|39|1.0|also-recommended
12|40|1.0|same-topic
12|41|1.0|reader-overlap
12|44|1.0|also-recommended
12|46|1.0|reader-overlap
12|47|1.0|editorial-pick
12|54|1.0|also-recommended
12|55|1.0|same-topic
13|17|1.0|frequently-bought-together
13|29|1.0|same-topic
13|32|1.0|frequently-bought-together
13|40|1.0|reader-overlap
13|42|1.0|frequently-bought-together
13|43|1.0|also-recommended
13|44|1.0|same-topic
13|47|1.0|frequently-bought-together
13|57|1.0|frequently-bought-together
14|25|1.0|editorial-pick
14|26|1.0|frequently-bought-together
14|58|1.0|same-topic
15|16|1.0|also-recommended
15|55|1.0|frequently-bought-together
17|47|1.0|editorial-pick
19|55|1.0|editorial-pick
19|56|1.0|frequently-bought-together
19|77|1.0|also-recommended
20|24|1.0|editorial-pick
20|40|1.0|frequently-bought-together
20|48|1.0|reader-overlap
20|49|1.0|editorial-pick
20|53|1.0|reader-overlap
20|57|1.0|same-topic
21|23|1.0|editorial-pick
22|25|1.0|same-topic
22|40|1.0|same-topic
22|52|1.0|editorial-pick
23|27|1.0|frequently-bought-together
23|32|1.0|frequently-bought-together
23|33|1.0|also-recommended
23|47|1.0|frequently-bought-together
23|54|1.0|same-topic
24|26|1.0|frequently-bought-together
24|40|1.0|editorial-pick
24|47|1.0|also-recommended
24|53|1.0|same-topic
25|40|1.0|frequently-bought-together
26|40|1.0|also-recommended
26|45|1.0|also-recommended
26|47|1.0|reader-overlap
26|53|1.0|editorial-pick
27|40|1.0|same-topic
27|41|1.0|reader-overlap
27|47|1.0|editorial-pick
27|54|1.0|also-recommended
28|66|1.0|editorial-pick
28|72|1.0|frequently-bought-together
30|31|1.0|also-recommended
30|58|1.0|reader-overlap
30|66|1.0|also-recommended
30|67|1.0|same-topic
30|70|1.0|frequently-bought-together
30|73|1.0|reader-overlap
30|74|1.0|editorial-pick
30|75|1.0|frequently-bought-together
30|76|1.0|also-recommended
30|77|1.0|same-topic
30|79|1.0|editorial-pick
30|80|1.0|frequently-bought-together
30|82|1.0|same-topic
30|83|1.0|reader-overlap
30|84|1.0|editorial-pick
30|86|1.0|also-recommended
30|93|1.0|reader-overlap
30|99|1.0|editorial-pick
31|49|1.0|frequently-bought-together
31|73|1.0|editorial-pick
31|74|1.0|frequently-bought-together
31|75|1.0|also-recommended
31|76|1.0|same-topic
31|77|1.0|reader-overlap
31|78|1.0|editorial-pick
31|82|1.0|reader-overlap
31|91|1.0|same-topic
32|33|1.0|frequently-bought-together
33|37|1.0|frequently-bought-together
33|38|1.0|also-recommended
33|39|1.0|same-topic
33|47|1.0|frequently-bought-together
34|35|1.0|editorial-pick
34|36|1.0|frequently-bought-together
34|37|1.0|also-recommended
34|38|1.0|same-topic
34|39|1.0|reader-overlap
35|36|1.0|also-recommended
35|37|1.0|same-topic
35|38|1.0|reader-overlap
35|39|1.0|editorial-pick
35|40|1.0|frequently-bought-together
35|43|1.0|reader-overlap
35|44|1.0|editorial-pick
36|41|1.0|same-topic
36|47|1.0|reader-overlap
37|38|1.0|frequently-bought-together
37|47|1.0|editorial-pick
38|39|1.0|same-topic
39|40|1.0|editorial-pick
39|42|1.0|also-recommended
40|41|1.0|also-recommended
40|42|1.0|same-topic
40|44|1.0|editorial-pick
40|45|1.0|frequently-bought-together
40|47|1.0|same-topic
40|53|1.0|reader-overlap
40|54|1.0|editorial-pick
41|47|1.0|reader-overlap
41|54|1.0|frequently-bought-together
42|43|1.0|frequently-bought-together
42|47|1.0|editorial-pick
43|56|1.0|editorial-pick
45|47|1.0|same-topic
46|47|1.0|reader-overlap
46|102|1.0|reader-overlap
47|54|1.0|also-recommended
48|49|1.0|same-topic
48|57|1.0|frequently-bought-together
49|57|1.0|also-recommended
49|58|1.0|same-topic
49|72|1.0|also-recommended
49|76|1.0|frequently-bought-together
50|58|1.0|reader-overlap
51|52|1.0|reader-overlap
51|58|1.0|editorial-pick
51|64|1.0|frequently-bought-together
51|65|1.0|also-recommended
51|69|1.0|frequently-bought-together
52|58|1.0|frequently-bought-together
52|64|1.0|also-recommended
53|76|1.0|editorial-pick
56|57|1.0|reader-overlap
58|64|1.0|same-topic
58|65|1.0|reader-overlap
58|68|1.0|also-recommended
58|69|1.0|same-topic
58|77|1.0|frequently-bought-together
58|85|1.0|reader-overlap
59|60|1.0|editorial-pick
59|61|1.0|frequently-bought-together
59|62|1.0|also-recommended
59|63|1.0|same-topic
59|99|1.0|reader-overlap
60|62|1.0|same-topic
60|63|1.0|reader-overlap
60|84|1.0|editorial-pick
60|86|1.0|also-recommended
60|99|1.0|editorial-pick
61|86|1.0|same-topic
61|95|1.0|also-recommended
61|101|1.0|same-topic
62|63|1.0|frequently-bought-together
62|84|1.0|also-recommended
62|99|1.0|also-recommended
62|100|1.0|same-topic
63|99|1.0|same-topic
64|65|1.0|editorial-pick
64|66|1.0|frequently-bought-together
64|67|1.0|also-recommended
64|68|1.0|same-topic
64|69|1.0|reader-overlap
64|70|1.0|editorial-pick
65|67|1.0|same-topic
65|68|1.0|reader-overlap
65|69|1.0|editorial-pick
65|85|1.0|frequently-bought-together
66|67|1.0|reader-overlap
66|70|1.0|also-recommended
66|72|1.0|reader-overlap
66|73|1.0|editorial-pick
66|74|1.0|frequently-bought-together
66|76|1.0|same-topic
66|80|1.0|also-recommended
66|84|1.0|frequently-bought-together
66|85|1.0|also-recommended
66|86|1.0|same-topic
66|88|1.0|editorial-pick
66|89|1.0|frequently-bought-together
66|90|1.0|also-recommended
66|93|1.0|editorial-pick
66|96|1.0|same-topic
66|97|1.0|reader-overlap
66|99|1.0|frequently-bought-together
66|100|1.0|also-recommended
67|103|1.0|frequently-bought-together
67|104|1.0|also-recommended
68|71|1.0|editorial-pick
69|104|1.0|reader-overlap
70|71|1.0|also-recommended
70|72|1.0|same-topic
70|75|1.0|frequently-bought-together
70|90|1.0|frequently-bought-together
71|72|1.0|reader-overlap
71|73|1.0|editorial-pick
71|74|1.0|frequently-bought-together
71|75|1.0|also-recommended
71|76|1.0|same-topic
71|77|1.0|reader-overlap
71|78|1.0|editorial-pick
71|79|1.0|frequently-bought-together
71|80|1.0|also-recommended
71|81|1.0|same-topic
71|82|1.0|reader-overlap
71|83|1.0|editorial-pick
72|73|1.0|frequently-bought-together
72|74|1.0|also-recommended
72|75|1.0|same-topic
72|76|1.0|reader-overlap
72|78|1.0|frequently-bought-together
72|79|1.0|also-recommended
72|80|1.0|same-topic
72|82|1.0|editorial-pick
72|84|1.0|also-recommended
72|85|1.0|same-topic
72|86|1.0|reader-overlap
72|87|1.0|editorial-pick
72|88|1.0|frequently-bought-together
72|89|1.0|also-recommended
72|90|1.0|same-topic
72|91|1.0|reader-overlap
72|92|1.0|editorial-pick
73|74|1.0|same-topic
73|75|1.0|reader-overlap
73|82|1.0|frequently-bought-together
73|83|1.0|also-recommended
73|84|1.0|same-topic
73|86|1.0|editorial-pick
73|89|1.0|same-topic
73|92|1.0|frequently-bought-together
73|93|1.0|also-recommended
73|94|1.0|same-topic
73|95|1.0|reader-overlap
73|96|1.0|editorial-pick
73|97|1.0|frequently-bought-together
73|98|1.0|also-recommended
73|99|1.0|same-topic
73|100|1.0|reader-overlap
74|75|1.0|editorial-pick
74|78|1.0|same-topic
74|79|1.0|reader-overlap
74|82|1.0|also-recommended
74|84|1.0|reader-overlap
74|87|1.0|also-recommended
74|88|1.0|same-topic
74|91|1.0|frequently-bought-together
74|98|1.0|same-topic
74|99|1.0|reader-overlap
75|76|1.0|also-recommended
75|77|1.0|same-topic
75|78|1.0|reader-overlap
75|79|1.0|editorial-pick
75|82|1.0|same-topic
75|83|1.0|reader-overlap
75|84|1.0|editorial-pick
75|91|1.0|also-recommended
75|92|1.0|same-topic
76|77|1.0|reader-overlap
76|82|1.0|reader-overlap
76|83|1.0|editorial-pick
76|84|1.0|frequently-bought-together
76|86|1.0|same-topic
79|84|1.0|reader-overlap
79|91|1.0|frequently-bought-together
79|100|1.0|editorial-pick
81|84|1.0|frequently-bought-together
81|86|1.0|same-topic
81|97|1.0|reader-overlap
82|84|1.0|also-recommended
83|84|1.0|same-topic
83|87|1.0|frequently-bought-together
83|100|1.0|reader-overlap
84|86|1.0|frequently-bought-together
84|87|1.0|also-recommended
84|88|1.0|same-topic
84|89|1.0|reader-overlap
84|94|1.0|reader-overlap
84|96|1.0|frequently-bought-together
84|97|1.0|also-recommended
84|99|1.0|reader-overlap
84|100|1.0|editorial-pick
84|101|1.0|frequently-bought-together
86|89|1.0|frequently-bought-together
86|93|1.0|editorial-pick
86|97|1.0|reader-overlap
86|100|1.0|also-recommended
86|101|1.0|same-topic
87|98|1.0|frequently-bought-together
88|89|1.0|same-topic
90|91|1.0|also-recommended
90|99|1.0|editorial-pick
91|98|1.0|editorial-pick
91|100|1.0|also-recommended
93|94|1.0|same-topic
93|99|1.0|same-topic
93|102|1.0|frequently-bought-together
94|95|1.0|editorial-pick
94|96|1.0|frequently-bought-together
94|101|1.0|frequently-bought-together
94|102|1.0|also-recommended
95|102|1.0|same-topic
96|97|1.0|reader-overlap
96|100|1.0|also-recommended
98|100|1.0|reader-overlap
99|100|1.0|editorial-pick
100|101|1.0|also-recommended
103|104|1.0|same-topic
